artist,name,country,gender,genere,year
b896aa8c-2761-40ce-b485-0e1fffd26167,Dusty Springfield,GB,Female,,1939
6849ebec-b385-4b41-b5a1-125f91e46119,GOOSE,BE,,dance/electro rock band; Skint; Belgium,2000
6a0439a1-4520-443b-9bf1-02acdf692d6e,Danity Kane,US,,,2006
188711ed-c99b-439c-844a-ca831f63a727,MF DOOM,US,Male,US hip-hop artist, also known simply as DOOM,1971
d98c8149-0c01-4151-93e1-48fdc3d5027f,Sebadoh,US,,,1986
a7dbf74d-8bae-4c2a-9987-508a125add76,OST,,,,
12327d75-47d5-45d9-84c2-3760b9210c17,Syd Barrett,GB,Male,,1946
2c3bac0a-5158-442f-b50b-056aae52138c,Kaizers Orchestra,NO,,,2000
233fc3f3-6de2-465c-985e-e721dbabbace,Fugazi,US,,,1987
c3cceeed-3332-4cf0-8c4c-bbde425147b6,Scorpions,DE,,German rock band,1965
4ea2fd64-834c-4d78-8f4c-2a900c439031,Haggard,DE,,,1991
a55c2f1b-3f3f-4d6a-aa30-5e186dbadce6,Suede,GB,,English rock band,1989
af37c51c-0790-4a29-b995-456f98a6b8c9,Vampire Weekend,US,,,2006
7b885d42-3c41-4f43-9944-a5855ec5155e,Goldfrapp,GB,,,1999
8a0e10a9-80c7-40e0-bf5b-89f1d57f9537,Iced Earth,US,,,1988
bf2e15d0-4b77-469e-bfb4-f8414415baca,Public Enemy,US,,American rap group,1982
72ae6caf-4f9f-407e-8c70-8cd195df955c,Gabriella Cilmi,AU,Female,,1991
1ad39ddd-b4fd-49b7-8137-d5569c0eb2e5,John Murphy,AU,,industrial and neofolk musician,1959
cb2972b9-29d1-4d47-b5a8-51e1035a6003,Ayo,SE,,Swedish MC,
3caf69c1-fdd8-44bc-b0a5-8af3ad8a47cd,Sido,DE,Male,,1980
bc883961-64d4-46b3-8b1c-64009854291c,Jamie T,,Male,,1986
3c0eb318-d2ba-45aa-9077-b83746cc56da,Amanda Palmer,US,Female,,1976
b18bc9c4-6f22-4f1b-a918-e9c86a39fe7a,10 Years,US,,,1999
54a55229-e611-439f-928e-d89919ff9d29,A Silver Mt. Zion,CA,,,1999
5a8e07d5-d932-4484-a7f7-e700793a9c94,Robyn,SE,Female,Swedish singer and songwriter,1979
97fa7dd1-4706-4fad-b6ff-e099a37837fc,Overkill,US,,US thrash metal band fronted by Bobby "Blitz" Ellsworth,1980
9bd1e632-b17b-4842-b520-ddfce3b538b9,K’s Choice,BE,,,1993
5c71ea68-9238-4dfc-8519-bd6eff6bc28b,Jaga Jazzist,NO,,,1994
2a5a3b60-d468-4b62-a28f-9c410ad3f71d,Fuel,,,,
4b2d6a23-034d-4a29-9bb9-d2462796da4e,Clap Your Hands Say Yeah,US,,,2004
09ff1fe8-d61c-4b98-bb82-18487c74d7b7,Fryderyk Chopin,PL,Male,,1810
883ece23-2779-4091-b527-62eb07ee79d4,Goran Bregović,XW,Male,,1950
ef0344c6-e24d-4fd3-be7e-c4eb9f62be2d,Newton Faulkner,GB,Male,,1985
69421e11-e4c3-4854-951b-ceab4972e38e,Alkaline Trio,US,,,1996
dc21d171-7204-4759-9fd0-77d031aeb40c,Frightened Rabbit,,,,2003
21e3292e-dac8-4609-b57d-402f926aa41f,Daughtry,US,,,2006
cca49e52-1f1e-4c16-9e40-fedebcea065e,The Living End,AU,,Australian punk band,1994
fa7b9055-3703-473a-8a09-adf2fe031a24,CAKE,US,,US alt. rock band,1992
b7ffd2af-418f-4be2-bdd1-22f8b48613da,Nine Inch Nails,US,,,1988
77f049ad-f469-4ad1-8283-7a2606a6722e,Embrace,GB,,British indie group,1993
32f2d6bd-c22b-42cf-a7bc-0c4b48cd2bcb,Joe Cocker,GB,Male,,1944
1870fb43-50f1-4660-a879-bb596d1519b6,Between the Buried and Me,US,,,2000
abb91078-f7db-41f2-8f07-7f37bb739143,Jorge Drexler,UY,Male,,1964
4aae17a7-9f0c-487b-b60e-f8eafb410b1d,Nick Cave,AU,Male,,1957
650bf385-6f6d-4992-a3b9-779d144920a4,Django Reinhardt,FR,Male,,1910
c3480e79-a8d9-44f5-8c93-9f7b490df99f,Chicane,GB,,UK rock band,1991
5579a23d-c411-4930-987d-ff89d77c1c12,2raumwohnung,DE,,,2000
17be38e7-97bf-4ead-8432-ba05455b3860,Copeland,US,,US indie rock band,2000
3af06bc4-68ad-4cae-bb7a-7eeeb45e411f,Duke Ellington,US,Male,,1899
bdb8e865-98f6-4dd3-a8ac-74b9b7ae8abd,Erlend Øye,NO,Male,,1975
df074f34-26fc-45fa-adf3-d19836dde2ec,Demons & Wizards,US,,,1997
056e4f3e-d505-4dad-8ec1-d04f521cbb56,Daft Punk,FR,,,1992
667e856e-f3a7-42e9-8244-95422ef31321,The Breeders,US,,,1989
9a58fda3-f4ed-4080-a3a5-f457aac9fcdd,Joy Division,GB,,,1978
9311e2bc-bb3f-44cf-90d8-b1fe6912b60b,Brand New,US,,US alternative rock,2000
463c514e-c30d-4a2a-a87b-762535253a80,Ashlee Simpson,US,Female,,1984
3a528006-1429-47f4-ae9b-2ea95343e16a,Velvet Revolver,US,,,2002
47347cb8-ac34-4916-84b6-d85d4e5e5384,Ferry Corsten,NL,Male,,1973
9a22fc7b-ad7f-4c70-9e0f-4d40cd7562cd,16 Horsepower,US,,,1992
97b1142f-c71e-4971-8736-4a8ceaf6b4c3,The Decemberists,,,,2000
e69c8ccb-25b1-4c4a-89c6-8fdad1172951,the pillows,JP,,,1989
191de76f-a224-445d-b041-54df16d65bf7,The Yardbirds,GB,,,1963
d2ad8774-9173-4970-8427-06b04df201c1,Venom,GB,,British metal band,1979
b10806de-2198-4313-af6a-13df4acb912f,Jamie Cullum,GB,Male,pianist, jazz-pop artist,1979
3cb3928a-526c-4a3d-93c5-53315fa9bde0,Elbow,GB,,,1990
6efa29c6-9995-48e0-9eaf-3809464a39a7,Charlotte Gainsbourg,FR,Female,,1971
07b6020a-c539-4d68-aeef-f159f3befc76,Band of Horses,US,,,2004
b2a9731b-9e13-4ff9-af21-5e694a5663e8,Emilíana Torrini,IS,Female,,1977
35a6a353-b186-4c13-a264-d18d5e2ce853,Tokyo Police Club,CA,,,2005
ce58d854-7430-4231-aa44-97f0144b3372,Sarah McLachlan,CA,Female,,1968
5c47ccd3-3f82-46b9-96b8-efdffc83f269,De-Phazz,DE,,,1997
4a5c8526-f8ec-43f1-97af-49722ad88394,Monty Python,GB,,,1969
aa266ac7-d919-4132-982e-76cbd95591a7,Collective Soul,US,,,1992
73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,,Female,Barbadian R&B/pop singer,1988
d2db1078-c170-4e22-b261-14f3ad60a690,DEVO,US,,new wave/rock band,1972
8c538f11-c141-4588-8ecb-931083524186,Bloc Party,GB,,,2003
5c210861-2ce2-4be3-9307-bbcfc361cc01,Pennywise,US,,,1988
150e799b-3244-45d9-a6cb-5a3e8c33d430,Adam Green,US,Male,,1981
d13f0f47-36f9-4661-87fe-2de56f45c649,Tegan and Sara,CA,,,1998
e3cb4543-210f-499a-b0d1-3882c312dfb9,Rainbow,GB,,UK hard rock/heavy metal band,1974
c4caa34e-57b5-432b-ad9d-7e6543944d96,Secondhand Serenade,US,,,
5533fa1c-4102-4ae7-92ae-78dddb17fe7f,Subway to Sally,DE,,,1990
62cfcc64-a7d2-4ec2-ab4b-2a6b62e53940,Lake of Tears,SE,,,1992
c1f8e226-75ea-4fe6-83ce-59c122bcbca4,Insomnium,FI,,Finnish melodic death metal band,1997
89abed31-3a93-407e-a4a3-a94e193488cd,Red Snapper,GB,,,1993
2339bc21-aa92-4850-86f0-4bb9433910c8,Butthole Surfers,US,,,1982
f59163ba-1a7a-4349-b0fd-fb9582ebe333,Extremoduro,ES,,,1987
a66999a7-ae5c-460e-ba94-1a01143ae847,Snow Patrol,GB,,,1994
55704c38-224f-4b75-b29f-d43653f8bc9a,Primal Scream,GB,,,1982
a96d82a0-cdca-40bf-b4c8-3d7ec178d85b,The Stranglers,GB,,,1974
8522b9b6-b295-48d7-9a10-8618fb80beb8,Battles,US,,,2002
8c9b336e-acc8-4e20-9195-6ed0634da9fc,The Residents,US,,avantgarde experimental group,1966
f4857fb9-e255-4dc6-bd01-e4ca7cc68544,Jamiroquai,GB,,,1992
f93dbc64-6f08-4033-bcc7-8a0bb4689849,Tom Petty and the Heartbreakers,US,,,1976
f3580347-b84a-47d8-b86e-cad642322a47,Vanessa da Mata,BR,Female,Brasilian singer-songwriter,1976
944e1036-8a03-4611-8aa0-31515a05c848,Smash Mouth,US,,,1994
de0222a6-e1c4-403d-8b01-3f66d505061b,Dave Brubeck,US,Male,,1920
8925a01a-8608-411d-a90b-f3a52d061208,Danzig,US,,,1987
bb3cbea2-5ad4-4917-bc84-8a1975d40315,Talib Kweli,US,Male,,1975
eb2432e6-8d97-41b0-beba-b36e77ddc5b8,Entwine,FI,,,1995
4dcffc18-b573-4850-833c-d08e2b7e93b3,The View,GB,,Scottish indie rock band,2005
cf66ee44-360b-445e-bfb8-e20e69325742,Donavon Frankenreiter,US,Male,,1972
f7eb3be3-1065-4a53-94d4-e2d0c15c0b33,Sean Kingston,JM,Male,,1990
21d177ba-3d51-461e-9b3f-ad9a80b419dc,Big Star,US,,,1971
69837400-8e31-4949-aac2-00b46b4df126,Angus & Julia Stone,AU,,,2006
ba2f4f3b-0293-4bc8-bb94-2f73b5207343,Underworld,GB,,UK electronic music group,1987
655b3e5b-09e4-45dd-941c-6fa3fc12521b,M. Ward,US,Male,,1973
64d62f45-e001-40a1-a055-c3545fcc14de,Idlewild,GB,,Scottish indie rock band,1995
ffb390b8-8df4-4b72-97d1-7b2fc008a452,Cobra Starship,US,,,2005
b1fb6a18-1626-4011-80fb-eaf83dfebcb6,Jill Scott,US,Female,,1972
35f92c4a-69d0-4ed1-ab9e-05259db89d14,At the Gates,SE,,,1990
8e68819d-71be-4e7d-b41d-f1df81b01d3f,50 Cent,US,Male,,1975
e979c1bc-5cc2-497b-801f-823244a9166d,Mokoma,FI,,,1996
c507bf8f-2ac0-47e5-b7c6-4afd61a977e2,Les Savy Fav,US,,,1995
05106775-5d45-4131-aecc-1177f813ba11,Testament,US,,thrash metal band,1983
8bfac288-ccc5-448d-9573-c33ea2aa5c30,Red Hot Chili Peppers,US,,,1983
49cd96a6-42c3-44f6-ba2a-cd9301046b96,Burzum,,,,1987
f1560407-8826-4ec9-b78f-e0c3fa3ea4f5,Quantic,,Male,,
f033e544-8cad-4bee-abdd-619f8489e409,Charon,FI,,Finnish gothic metal band,1992
dc0d05ce-2f47-4962-b4fa-8631a0a51987,The Replacements,US,,,1979
87fc1871-b74e-4bf5-a00d-8a89c288008b,Goldfinger,US,,ska punk/pop punk band,1994
cb67438a-7f50-4f2b-a6f1-2bb2729fd538,Air,FR,,French band,1995
78f797e3-4913-4026-aad0-1cd858bd735b,Bright Eyes,US,,,1995
256160e8-37fd-4f8c-a3ef-530ebbaa4b3d,Cassius,FR,,Electro dance,1996
ada7a83c-e3e1-40f1-93f9-3e73dbc9298a,Arctic Monkeys,GB,,,2002
6a0f0a74-8689-4bf6-aa8e-6a954ac5f0cb,MIA.,DE,,German rock/pop group,1997
4ed35152-5207-4101-8904-6cb5d159b545,CKY,,,,1998
e3434cc7-d348-491a-9dc8-325af3d9086d,Jane’s Addiction,US,,,1986
7cec4a03-0a83-4308-856a-afb8aa5db0fc,Billy Bragg,GB,Male,,1957
ed785ff1-8b1b-4bc0-8a24-dcc831013059,Martina Topley-Bird,GB,Female,,1975
bc27c60a-a967-41c9-9633-c682ca0d77d5,Bloodbath,SE,,Swedish death metal band,1998
d5b637f0-74b8-4df6-bddf-dc3784a6881a,Jewel,,,Performer on the "Nature Impressions" environmental sound series,
47685be0-926f-4be9-b1ae-e32da47a3b99,Legião Urbana,BR,,,1982
3e8bd859-7d82-49e0-b267-84fc46e2bf68,David Gray,GB,Male,British singer/songwriter,1968
faabb55d-3c9e-4c23-8779-732ac2ee2c0d,Shania Twain,CA,Female,,1965
cfe85625-10af-46c1-99fb-765ed3a4f1ad,Los Fabulosos Cadillacs,AR,,,1985
779353f3-6401-4cda-a8a2-6fd3ec9bc11b,The Mighty Mighty Bosstones,US,,,1983
a1419808-65d3-4d40-998c-1a0bac65eabc,The Faint,US,,US indie rock band,1994
410c9baf-5469-44f6-9852-826524b80c61,Autechre,GB,,,1991
1239d1bc-cc09-43e0-bcd0-374f60346138,Kelis,US,Female,,1980
5dd0da33-5161-4378-8fca-aecf5840097e,Audio Bullys,GB,,,2001
d7bd0fad-2f06-4936-89ad-60c5b6ada3c1,No Use for a Name,US,,,1987
197450cd-0124-4164-b723-3c22dd16494d,Frank Sinatra,US,Male,,1915
5441c29d-3602-4898-b1a1-b77fa23b8e50,David Bowie,GB,Male,,1947
733e7372-5400-4c79-9059-33e2b2262d01,Fettes Brot,DE,,,1992
24d2505b-388c-46cc-8a64-48223ea6d78d,Take That,GB,,,1990
8930ec4e-51c7-4905-ac40-684459878085,Tiamat,SE,,,1989
22a096ef-c70d-4d70-ae19-4fc2412d4986,ATB,,Male,,1973
2f9ecbed-27be-40e6-abca-6de49d50299e,Aretha Franklin,US,Female,,1942
78661da3-894c-4947-a34b-fb7edf585d9b,Our Lady Peace,CA,,,1992
cbfb9bcd-c5a0-4d7c-865f-2c641c171e1c,Damian Marley,JM,Male,,1978
734f6784-413d-4779-a81b-1a10f5e2a1a3,Conjure One,CA,,,1997
6648391e-7890-4f6c-b939-976f215195d3,UNKLE,GB,,,1994
ac865b2e-bba8-4f5a-8756-dd40d5e39f46,Korn,US,,,1993
b07016ee-5de9-4419-8205-0490d95dc638,Ben Harper,US,Male,guitarist for pop/punk band Yellowcard,
de030dcd-36e3-425e-9201-0d5be10769f1,Kill Hannah,US,,,1995
4efa55ba-93cf-497f-baf3-2ca9da7e193e,Jet,AU,,Australian garage rock band,2001
6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,The Shins,US,,,1997
6d7b7cd4-254b-4c25-83f6-dd20f98ceacd,M83,FR,,,2001
afdb7919-059d-43c1-b668-ba1d265e7e42,Marvin Gaye,US,Male,,1939
d2e123d0-c53e-4444-a52a-efeff44953c7,DJ Cam,FR,Male,French jazzy hip-hop DJ/producer,1973
16aae9fa-d8f7-4e2c-a907-44aee1ad67fc,O.A.R.,,,,1996
3d05eb8b-1644-4143-9a61-b28e33c4d85f,4hero,GB,,,1989
f4d4b515-0b74-423f-a161-db184330c37c,Gym Class Heroes,US,,,1997
a3212186-5da5-4e84-a935-6952b3e14921,Os Mutantes,BR,,,1966
7adaabfb-acfb-47bc-8c7c-59471c2f0db8,The Human League,GB,,,1977
c73d651d-87c9-4c5e-8abb-4ec9c4077241,Seu Jorge,BR,Male,,1970
e57f0cac-4f56-473c-8d7e-d93f753fd586,Steve Miller Band,US,,,1967
a9044915-8be3-4c7e-b11f-9e2d2ea0a91e,Megadeth,US,,,1983
16a43d5e-c52d-4eaa-9c3b-00b2c1d8e816,Skillet,US,,,1996
ccda046a-2674-4f7d-97e6-f23d6c156432,Dead Can Dance,AU,,,1981
a81259a0-a2f5-464b-866e-71220f2739f1,ZZ Top,US,,,1969
c3161cf7-cab1-4409-9b1f-876561dd7716,Michael Nyman,GB,Male,,1944
b1168a9c-a946-4a5c-a005-62fc632dfa0c,Team Sleep,US,,,2000
29f6333a-b4c8-4416-8fdf-598bcef1122a,Ulrich Schnauss,DE,Male,,1977
e13d2935-8c42-4c0a-96d7-654062acf106,Neko Case,US,Female,,1970
a7a1d1ff-1aa7-4a91-a066-cf48976bf92e,Culcha Candela,DE,,,2001
494e8d09-f85b-4543-892f-a5096aed1cd4,Mariah Carey,US,Female,,1970
bb1f91d2-1b54-4ee5-b55a-626492a5904f,Freezepop,US,,,1999
7bbfd77c-1102-4831-9ba8-246fb67460b3,Ayreon,NL,,,1995
a5f92d47-b562-4582-b267-71963a515f4c,Paul Kalkbrenner,DE,Male,,1977
ba147ea0-60c4-4a40-9da6-0d5c2b2e7b03,As I Lay Dying,US,,2000s San Diego, USA metalcore,2000
a4f54716-24d9-4c6b-8ba7-1d7e7a5173d0,Fischerspooner,US,,,1998
1fc494a1-9109-4081-a455-2d05bea9d2bf,Ingrid Michaelson,US,Female,,1979
efc8a006-d0c6-4a9b-8cb1-91ca770fa2b9,Colbie Caillat,US,Female,,1985
c5f5dc27-3059-49c0-ae45-5009a01bb9ec,Super Furry Animals,GB,,,1995
1c3919b2-43ca-4a4a-935d-9d50135ec0ef,AFI,US,,US rock band,1991
4bdcee62-4902-4773-8cd1-e252e2e31225,Alanis Morissette,CA,Female,,1974
a74b1b7f-71a5-4011-9441-d0b5e4122711,Radiohead,GB,,,1991
f5426431-f490-4678-ad44-a75c71097bb4,Stevie Ray Vaughan,US,Male,,1954
1c3e52cd-c0c5-4220-85d9-ebdb6a26d056,Moneybrother,SE,Male,,1975
c79c43d4-cbed-4373-89ce-6560f62eb7d8,Poison,US,,Hair metal band formed in early 80s,1983
93560313-3950-43b9-ac4f-7ea3b4e79e60,Amiina,IS,,,1998
93ccd76c-3790-4435-a8bf-02bc26294b93,Bush,GB,,English rock band,1992
a506f761-2c22-4b2f-8a94-bd748c2c8f75,Neutral Milk Hotel,US,,,1989
2f522f5c-111c-4ce8-8bd0-d82e97c227ad,Daddy Yankee,PR,Male,,1977
811900b2-68fc-4d41-8bad-69b7a1f4d628,Nelly,US,Male,US rapper,1974
2de794c8-8826-48d0-90e0-6900183ba9e0,Ska-P,ES,,,1994
7509421d-1074-442f-be8f-b526167afcb3,The Presidents of the United States of America,,,,1993
c30ebe30-514f-4e6d-823a-19adf0225a56,Annihilator,CA,,Heavy Metal Band,1984
1c70a3fc-fa3c-4be1-8b55-c3192db8a884,Röyksopp,NO,,,1998
13501c7d-d181-45ba-af52-5f101d8516a0,CAN,DE,,German rock band,1968
550cb78b-4995-4873-baea-76ef265531f5,GZA/Genius,US,Male,,1966
8ebd161e-f45e-41b9-8019-fcbd094c327f,In Extremo,,,,1995
6290b769-173d-49d1-990e-660a4e333877,The Zutons,GB,,,2001
ed114045-8462-4b49-89ae-527fa2544a2b,Grave Digger,DE,,German classic/speed metal band,1980
854b0687-f9fc-4109-b59f-dbe84ebc5de6,Scouting for Girls,GB,,,2005
f22942a1-6f70-4f48-866e-238cb2308fbd,Aphex Twin,,Male,,1971
a8ebde98-7e91-46c7-992c-90039ba42017,De La Soul,US,,,1987
2a90aa9c-d2ff-49fd-a8e5-2463f657eb45,Rage,DE,,German metal band,1986
9047fd95-770f-4a8a-a6e3-3b071a882e4d,Bunbury,ES,Male,,1967
b625448e-bf4a-41c3-a421-72ad46cdb831,John Coltrane,US,Male,,1926
c1a61bb0-e4fe-4064-bc8d-954a2dafda79,Vanessa Carlton,US,Female,,1980
0cee95e3-a61d-4cd1-a39c-75464a05b606,Easy Star All-Stars,US,,,2003
e21857d5-3256-4547-afb3-4b6ded592596,Gorillaz,GB,,,1999
c5a0a216-c33c-42dc-92b8-4b60236f8dad,Andrea Bocelli,IT,Male,,1958
e132d370-2a59-4437-8610-756df28a5a02,OK Go,US,,,1998
980ee2d8-2ee9-407b-b48e-48360fbc7437,Andrew Lloyd Webber,GB,Male,English composer and impresario of musical theatre,1948
cf119120-7df5-47d7-9dec-49f8837a4e40,Suzanne Vega,US,Female,,1959
0383dadf-2a4e-4d10-a46a-e9e041da8eb3,Queen,GB,,UK rock group,1970
ad386705-fb8c-40ec-94d7-e690e079e979,Menomena,,,,2000
2ff63f00-0954-4b14-9007-e19b822fc8b2,Ellen Allien,DE,Female,,1969
c2c70ed6-5f10-445c-969f-2c16bc9a4c2e,Sixpence None the Richer,US,,,1993
c0252a1b-0133-46bb-8c4f-cade46349ec3,Alestorm,GB,,,2007
04cd0cfd-bfd1-4c36-bc38-95c35e2c045f,Cream,GB,,British 1960s rock supergroup,1966
2c1828a2-e46b-4ade-a6e9-065ca265d679,Chris Brown,US,Male,SF Bay Area indie filmmaker & power pop singer-songwriter,
1dce970e-34bc-48b2-ab51-48d87544a4c2,David Gilmour,GB,Male,,1946
fa7ed4fb-fa39-4820-8ae1-5fe98bc2ef8d,Matt Costa,US,Male,,1982
aab5c954-cabe-432e-899e-1c4f99757327,Toto,US,,American rock group,1977
d6ed7887-a401-47a8-893c-34b967444d26,Ramones,US,,,1974
1b3e92d4-1c68-412d-a92d-1172f24f7de3,Aqualung,GB,Male,,1972
cc0b7089-c08d-4c10-b6b0-873582c17fd6,System of a Down,US,,,1994
89e39f67-65cc-4f90-b145-b1b56c209f8a,Craig David,GB,Male,,1981
a043cfa6-6e87-4975-ac27-5005bdfa7afb,Tiger Army,US,,,1995
be50643c-0377-4968-b48c-47e06b2e2a3b,Claude Debussy,FR,Male,,1862
6caf09f5-2f01-4f76-bcc7-6207930c56c6,Arab Strap,GB,,,1995
bd1180c4-4252-461f-94dc-543906c02522,Mr. Big,US,,American hard rock band,1988
c6b0db5a-d750-4ed8-9caa-ddcfb75dcb0a,Therion,SE,,,1988
28503ab7-8bf2-4666-a7bd-2644bfc7cb1d,Dream Theater,,,,1986
906bddec-bc73-49f8-ac1e-eaee691c6cf9,Hank Williams,US,Male,country music legend,1923
171cbc8f-8ab3-4aec-9916-f0bdbe26bb79,W.A.S.P.,US,,,1982
b09b5127-c62e-4bb2-b790-1e4aa18749ed,Armand van Helden,,Male,,1970
95f5b748-d370-47fe-85bd-0af2dc450bc0,Sublime,,,ska punk,1986
0cc9e56e-a623-47ea-b5f2-1a1757cc2426,Sugarcult,US,,,1998
0189c612-39a5-485d-8fc2-eca025b73861,Cartel,US,,pop-rock band from Georgia,2004
05010b18-ba21-46dc-be6d-615d90170b8e,Rocky Votolato,US,Male,,1977
82b1f5fd-cd31-41a9-b5d4-7e33f0eb9751,Otis Redding,US,Male,,1941
516cef4d-0718-4007-9939-f9b38af3f784,Fall Out Boy,US,,American pop punk band,2001
5de80871-f721-4c7c-b0c5-4ad0d350c232,Deichkind,DE,,,1999
319b1175-ced9-438f-986b-9239c3edd92d,Sonata Arctica,FI,,,1999
f1df0431-9250-4ec8-95d8-f19ce7cf7fb6,Stereolab,GB,,,1990
977b779f-72fa-4117-995b-97af75d9c73f,Sophie Zelmani,SE,Female,,1972
8f7bf43e-2a13-431a-a274-19e28965fe07,Craig Armstrong,GB,Male,,1959
c3aeb863-7b26-4388-94e8-5a240f2be21b,Tom Waits,US,Male,,1949
979d01bc-a4da-4c80-8cc1-be40bd35cd5e,Gustavo Cerati,AR,Male,,1959
5700dcd4-c139-4f31-aa3e-6382b9af9032,Kraftwerk,DE,,,1970
5f6ab597-f57a-40da-be9e-adad48708203,Dr. Dre,US,Male,Andre Young, rap producer,1965
24e1b53c-3085-4581-8472-0b0088d2508c,Avenged Sevenfold,US,,,1999
e204ed91-3684-4561-b29b-d0b53f8459a7,Sick of It All,US,,,1986
07e748f1-075e-428d-85dc-ce3be434e906,Dave Matthews Band,US,,,1991
183105b5-3e68-4748-9086-2c1c11bf7a3d,Beyoncé,,,,
f1d1df24-91af-4d27-83a4-9b4ad29b37eb,Enigma,DE,,New-age project created by Michael Cretu,1990
31810c40-932a-4f2d-8cfd-17849844e2a6,Squirrel Nut Zippers,US,,,1993
a1c29c2f-778f-4b02-9ac7-80f0c37cdea9,Sondre Lerche,NO,Male,,1982
31aa8446-3dbf-4d22-9504-0f1bd58bf785,Vashti Bunyan,GB,Female,,1945
7e26cbe1-b8f5-4215-af82-e43d5f8ff308,Cradle of Filth,GB,,,1991
bf48d271-9595-4043-9064-52f43707d4ab,The Herbaliser,GB,,,1993
20953548-6d06-4428-99a9-c284bfaa5514,Arcturus,NO,,Norwegian avant-garde metal band,1990
7944ed53-2a58-4035-9b93-140a71e41c34,Sting,GB,Male,,1951
ba561cc7-2050-47d3-8bc2-c645a1393d90,Boysetsfire,US,,,1994
1f43d76f-8edf-44f6-aaf1-b65f05ad9402,The Flaming Lips,US,,,1983
07cc14fb-4784-4a25-804b-2686ed5ef52c,Game,US,Male,US rapper, formerly The Game,1979
067102ea-9519-4622-9077-57ca4164cfbb,Morcheeba,GB,,,1995
d8df7087-06d5-4545-9024-831bb8558ad1,Jonathan Coulton,US,Male,,1970
074e3847-f67f-49f9-81f1-8c8cea147e8e,Bring Me the Horizon,GB,,,2004
59d34d63-e209-4f26-8a09-b08d12202082,The Weepies,US,,,2001
4de30660-26a8-4390-af6f-8fc0564e7e61,Islands,CA,,,2005
d347406f-839d-4423-9a28-188939282afa,Cult of Luna,SE,,,1998
9fdd9163-9824-413e-91ad-d01e561b4078,The Rocket Summer,US,Male,,1982
75ebdfa0-4a8a-496a-a57f-e4bb93b14d4c,Schiller,DE,,,1998
8ed2e0b3-aa4c-4e13-bec3-dc7393ed4d6b,Thom Yorke,,Male,,1968
bf600e2b-dc2d-4839-a1be-6ebef4087cd0,311,,,,1988
24786816-025f-49f4-9787-4945a3311f96,The Flashbulb,,Male,,
86b24e8f-a4d9-4c84-83ee-fde0d14ad9fa,Sunny Day Real Estate,US,,,1992
f6580b26-77f7-4a7b-8513-6db0476e8f21,James Newton Howard,US,Male,,1951
0039c7ae-e1a7-4a7d-9b49-0cbc716821a6,Death Cab for Cutie,US,,,1997
6b22de04-fb48-44aa-bd02-c1427f635477,Emery,,,,2001
852fb986-b0d9-4529-adaf-4f38bc1b1040,Anna Nalick,US,Female,,1984
2d576cfe-7669-4af0-a66a-86c8362f47c5,Rotting Christ,GR,,,1987
9011971a-df29-4b57-8889-2e5e9a645cbe,Flyleaf,US,,,2002
fa0daf56-e94c-4007-9a00-4d1b05d85f96,I'm From Barcelona,SE,,,2005
7389b838-9bd1-46d3-b514-95e0df255a52,Antimatter,GB,,English band,1998
48772747-4cda-4ba8-b470-cfd5a32e05f7,Macy Gray,US,Female,,1967
d59c4cda-11d9-48db-8bfe-b557ee602aed,Billie Holiday,US,Female,,1915
54d76201-3b30-4722-978f-2abdd62e88dd,Draconian,SE,,Swedish gothic doom metal band,1995
e919b253-da5b-4aae-a444-6a368376a2d6,Bad Brains,US,,,1977
fccef2c8-22a7-419e-bd6b-c40fc8f46068,Myslovitz,PL,,,1992
14a4bc78-1c2d-4ca7-8d1b-9b58076a2a17,Jeff Beck,GB,Male,,1944
b665b768-0d83-4363-950c-31ed39317c15,Van Halen,US,,,1972
73d882c7-1146-4012-a61b-a3b2c11fce2f,Casiotone for the Painfully Alone,US,Male,,1977
fdf9fd10-8a2a-4cb4-bed0-3c476c976ce0,Rachael Yamagata,US,Female,,1978
e4c226f2-ba57-483f-be6b-3391112244b8,Mirah,US,Female,,1974
29eb4497-0bd8-4126-abdf-d8007326ee8b,The Calling,US,,,2000
e3e0abcd-7671-4482-a9d8-462f5acc9be5,Incubus,US,,US alternative rock band,1991
b44eab39-900f-446f-af67-0512a88e54ec,Chambao,ES,,,
109958eb-a335-4c5e-907e-597ff4c6af46,Creedence Clearwater Revival,US,,,1959
debabff3-2559-46e5-862d-ef2a906d7010,Hall & Oates,US,,,1967
d08b66b4-8950-439f-bd8e-2dd78dbd7a5f,The Bird and the Bee,US,,,2006
4ca783b7-5bf7-4348-b494-46680660050f,Stone Sour,US,,,1992
a9126556-f555-4920-9617-6e013f8228a7,Mark Lanegan,US,Male,,1964
889b69e3-7b18-4889-b953-9f2931597204,High Contrast,GB,Male,,1979
8830afec-83b3-4213-aad0-f6377f1d73ac,British Sea Power,GB,,,2000
20b9add0-f004-4720-8f46-585525203a8b,Lacrimosa,,,,1990
9a593aff-62c9-40bd-9631-1697798adb63,Juli,DE,,German pop rock,2001
d9c90718-d54d-4ccf-a92e-37a5415ce299,The Wallflowers,US,,US rock band fronted by Jakob Dylan,1989
3e55d51d-687f-4a9d-af96-2fabccf802e5,The Cardigans,SE,,Swedish rock band,1992
